location_cd,promotion,time_key,sku,change_pct,price_promotion,price_retail,mailing_ind,tematico_ind,topo_in,ilha_ind,folheto_ind,tv_ind,price,price_grp,card,card_group,lxpy,monofolha_ind,quantity_int,gross_sls_amt_eur_int,quantity_time_key,gross_sls_amt_eur_time_key
1,2728381,20150902,5255243,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,0.26667,1.86133,0.00000,0.00000
1,2728381,20150904,5255243,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,0.26667,1.86133,0.00000,0.00000
1,2728381,20150906,5255243,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,0.26667,1.86133,0.00000,0.00000
1,2728381,20150908,5255243,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,0.26667,1.86133,0.00000,0.00000
1,2728381,20150911,5255243,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,0.26667,1.86133,0.00000,0.00000
1,2728381,20150913,5255243,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,0.03333,0.23267,0.00000,0.00000
1,2728381,20150915,5255243,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,0.03333,0.23267,0.00000,0.00000
1,2728381,20150917,5255243,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,0.03333,0.23267,0.00000,0.00000
1,2728381,20150919,5255243,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,0.00000,0.00000,0.00000,0.00000
1,2728381,20150920,5255243,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,0.00000,0.00000,0.00000,0.00000
1,2728381,20150922,5255243,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,0.00000,0.00000,0.00000,0.00000
1,2728381,20150924,5255243,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,0.00000,0.00000,0.00000,0.00000
1,2728381,20150926,5255243,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,0.00000,0.00000,0.00000,0.00000
1,2728381,20150928,5255243,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,0.00000,0.00000,0.00000,0.00000
1,2736300,20150929,3740162,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,3.83333,4.38500,0.13333,0.13867
1,2736300,20150929,3882959,0.3,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,0,NULL,NULL,NULL,3.93333,4.28667,0.03333,0.03233
1,2736300,20150930,3740162,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,4.16667,4.73167,0.33333,0.34667
1,2736899,20150929,2112708,0.377,NULL,1.59,NULL,NULL,NULL,NULL,1,NULL,1,NULL,0,NULL,NULL,NULL,33.50000,35.79833,0.93333,0.92400
1,2736899,20150929,2555563,0.377,NULL,1.59,NULL,NULL,NULL,NULL,1,NULL,1,NULL,0,NULL,NULL,NULL,53.53333,50.63800,1.13333,1.12200
1,2736899,20150929,2878321,0.503,NULL,1.59,NULL,NULL,NULL,NULL,1,NULL,1,NULL,0,NULL,NULL,NULL,19.06667,17.96933,0.63333,0.50033
1,2736899,20150930,2112708,0.377,NULL,1.59,NULL,NULL,NULL,NULL,1,NULL,1,NULL,0,NULL,NULL,NULL,33.16667,35.06833,0.33333,0.33000
1,2736899,20150930,2555563,0.377,NULL,1.59,NULL,NULL,NULL,NULL,1,NULL,1,NULL,0,NULL,NULL,NULL,51.86667,48.96133,1.10000,1.06233
1,2736899,20150930,2878321,0.503,NULL,1.59,NULL,NULL,NULL,NULL,1,NULL,1,NULL,0,NULL,NULL,NULL,20.06667,18.67933,1.10000,0.86900
1,2736951,20150926,5312052,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,22.16667,160.44500,1.03333,8.25633
1,2736951,20150928,5312052,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,23.96667,174.82700,0.56667,4.52767
1,2736952,20150926,5643368,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,0.00000,0.00000,0.00000,0.00000
1,2736952,20150928,5643368,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,0.00000,0.00000,0.00000,0.00000
1,2737030,20150926,5632678,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,0.00000,0.00000,0.00000,0.00000
1,2737030,20150928,5632678,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,NULL,NULL,NULL,0.00000,0.00000,0.00000,0.00000
1,2737088,20150929,3854178,0.25,NULL,7.99,NULL,1,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,0.46667,3.46200,0.06667,0.39933
1,2737088,20150929,3879150,0.201,NULL,1.74,NULL,1,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,5.83333,10.02167,0.36667,0.50967
1,2737088,20150929,4213211,0.251,NULL,4.79,NULL,1,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,0.00000,0.00000,0.00000,0.00000
1,2737088,20150929,4221991,0.167,NULL,5.99,NULL,1,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,1.16667,6.65500,0.03333,0.16633
1,2737088,20150929,4313152,0.153,NULL,5.89,NULL,1,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,0.13333,0.78533,0.00000,0.00000
1,2737088,20150929,4655971,0.2,NULL,4.99,NULL,1,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,2.00000,9.43000,0.13333,0.53200
1,2737088,20150929,4770498,0.25,NULL,6.45,NULL,1,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,1.30000,7.58000,0.10000,0.48400
1,2737088,20150929,4821032,0.167,NULL,5.99,NULL,1,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,1.96667,11.54700,0.03333,0.16633
1,2737088,20150929,4857073,0.159,NULL,4.39,NULL,1,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,0.30000,1.16033,0.06667,0.24600
1,2737088,20150929,5006753,0.156,NULL,4.49,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,0.43333,1.53500,0.00000,0.00000
1,2737088,20150929,5111777,0.201,NULL,3.69,NULL,1,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,0.26667,0.92867,0.03333,0.09833
1,2737088,20150929,5235665,0.225,NULL,1.29,NULL,1,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,3.66667,4.64800,0.13333,0.13333
1,2737088,20150929,5374639,0.153,NULL,4.59,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,0.06667,0.26767,0.00000,0.00000
1,2737088,20150929,5380327,0.25,NULL,4.0,NULL,1,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,0.53333,1.90000,0.00000,0.00000
1,2737088,20150929,5451913,0.155,NULL,3.49,NULL,1,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,0.66667,2.47533,0.00000,0.00000
1,2737088,20150929,5473136,0.248,NULL,5.69,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,0.06667,0.33200,0.00000,0.00000
1,2737088,20150929,5561903,0.211,NULL,3.79,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,0.20000,0.66300,0.00000,0.00000
1,2737088,20150929,5593679,0.2,NULL,4.99,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,0.23333,0.87267,0.00000,0.00000
1,2737088,20150929,5616187,0.501,NULL,9.99,NULL,1,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,12.13333,54.96633,2.23333,11.14433
1,2737088,20150929,5632612,0.211,NULL,3.79,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,0.00000,0.00000,0.00000,0.00000
1,2737088,20150930,3854178,0.25,NULL,7.99,NULL,1,NULL,NULL,NULL,NULL,1,NULL,0,NULL,NULL,NULL,0.56667,4.06100,0.10000,0.59900
